"","ctr.1","ctr.2","ctr.3","ctr.4","als.1","als.2","als.3","als.4"
"LOC392364",0,0,0,0,0,0,0,0
"LOC399708",0,0,0,0,0,0,0,0
"LOC399715",0,0,0,0,0,0,0,0
"LOC399744",2,2,1,2,3,2,2,1
"LOC399753",2,1,0,0,1,1,0,1
"LOC399815",0,0,0,0,0,0,0,0
"LOC400027",10,20,11,8,14,15,13,14
"LOC400043",157,368,190,75,215,224,198,225
"LOC400084",0,0,0,0,0,0,0,0
"LOC400456",0,0,0,0,0,0,0,0
"LOC400548",0,0,0,0,0,0,0,0
"LOC400558",0,0,0,0,0,0,0,0
"LOC400620",0,0,0,0,0,0,0,0
"LOC400655",0,1,0,0,0,1,0,1
"LOC400657",4,1,4,4,5,2,4,4
"LOC400680",0,0,0,0,0,0,0,0
"LOC400684",0,1,0,0,1,0,0,1
"LOC400685",1,0,1,0,0,0,0,0
"LOC400752",1,0,1,1,1,1,1,1
"LOC400794",0,0,0,0,0,0,0,0
"LOC400891",0,0,0,0,0,0,0,0
"LOC400927",8,8,6,5,6,7,7,7
"LOC400940",1,1,2,1,2,1,3,3
"LOC400958",0,0,0,0,0,0,0,0
"LOC401010",0,0,0,0,0,0,0,0
"LOC401052",2,1,2,2,2,1,2,2
"LOC401074",1,2,0,1,0,1,0,1
"LOC401093",0,0,0,0,0,0,0,0
"LOC401109",0,0,0,0,0,0,0,0
"LOC401127",0,1,0,0,0,1,1,0
"LOC401134",0,0,0,0,0,0,0,0
"LOC401164",1,0,0,0,1,0,0,0
"LOC401177",0,0,0,0,0,0,0,0
"LOC401242",0,0,0,0,0,0,0,0
"LOC401320",3,2,1,1,1,2,1,1
"LOC401321",4,3,3,2,3,4,3,3
"LOC401324",0,0,0,0,0,0,0,0
"LOC401397",23,8,24,20,24,13,17,21
"LOC401463",0,0,0,0,0,0,0,0
"LOC401557",0,0,0,0,0,0,0,0
"LOC401980",0,0,0,0,0,0,0,0
"LOC402160",1,0,1,0,1,0,1,1
"LOC402779",0,0,0,0,0,0,0,0
"LOC407835",0,0,0,0,0,0,0,0
"LOC415056",0,1,0,0,0,0,0,0
"LOC439949",1,0,1,0,1,0,1,1
"LOC439950",0,0,0,0,0,0,0,0
"LOC439990",0,0,0,0,0,0,0,0
"LOC439994",9,3,11,10,13,5,12,5
"LOC440028",0,0,0,0,0,0,0,0
"LOC440040",0,0,0,0,0,0,0,0
"LOC440173",4,4,5,8,3,4,2,6
"LOC440288",2,1,1,1,1,1,1,2
"LOC440297",4,4,3,3,3,5,4,4
"LOC440300",2,1,1,1,1,2,1,1
"LOC440335",0,0,0,0,0,1,1,0
"LOC440354",3,6,5,4,4,5,3,4
"LOC440356",0,1,1,0,1,0,0,1
"LOC440434",0,1,0,0,0,1,0,0
"LOC440461",0,0,0,0,0,0,0,0
"LOC440563",0,0,0,0,0,0,0,0
"LOC440600",0,0,0,0,0,0,0,0
"LOC440700",0,0,0,0,0,0,0,0
"LOC440704",0,0,0,0,0,0,0,0
"LOC440894",1,1,2,0,1,1,1,1
"LOC440895",0,0,0,0,0,0,0,0
"LOC440896",2,0,0,0,0,0,0,0
"LOC440900",0,0,0,0,0,0,0,0
"LOC440905",2,1,4,3,1,2,1,1
"LOC440910",0,0,1,2,0,0,0,0
"LOC440925",0,0,0,0,0,0,0,0
"LOC440944",4,4,3,3,5,5,5,6
"LOC440970",0,0,0,0,0,0,0,0
"LOC441009",0,0,0,0,0,0,0,0
"LOC441204",2,3,1,0,2,4,1,3
"LOC441242",0,0,0,0,0,0,0,0
"LOC441454",1,1,1,1,1,1,1,1
"LOC441455",0,0,0,0,0,0,0,0
"LOC441461",0,0,0,0,0,0,0,0
"LOC441601",0,0,0,0,0,0,0,0
"LOC441666",3,2,1,1,1,1,1,2
"LOC442028",0,0,0,0,0,0,0,0
"LOC442132",0,0,0,0,0,0,0,0
"LOC442459",0,0,0,0,0,0,0,0
"LOC442497",0,0,0,0,0,0,0,0
"LOC493754",4,5,5,4,4,4,4,4
"LOC494127",0,0,0,0,0,0,0,0
"LOC494141",1,1,1,1,1,1,1,1
"LOC494558",0,0,0,0,0,0,0,0
"LOC503519",0,0,0,0,0,0,0,0
"LOC541471",1,2,4,4,2,3,1,1
"LOC541473",3,2,1,1,1,2,2,1
"LOC550112",7,6,6,6,6,6,7,7
"LOC550113",0,0,0,0,0,0,0,0
"LOC550643",51,67,56,59,60,61,55,60
"LOC553103",0,0,0,0,0,1,0,0
"LOC554206",2,1,1,1,2,1,1,2
"LOC554223",0,0,0,0,0,0,0,0
"LOC574538",0,0,0,0,0,0,0,0
"LOC595101",4,4,1,2,2,3,1,3
"LOC606724",1,0,1,0,0,1,0,1
"LOC613037",2,5,2,2,3,6,3,2
"LOC613038",0,1,1,0,0,1,0,0
"LOC619207",1,1,0,0,0,1,0,0
"LOC63930",0,0,0,0,0,0,0,0
"LOC641367",0,0,0,0,0,0,0,0
"LOC641515",0,0,0,0,0,0,0,0
"LOC641746",0,0,0,0,0,0,0,0
"LOC642236",4,6,1,2,3,2,2,2
"LOC642361",8,4,7,7,9,5,8,8
"LOC642366",0,0,1,0,1,1,0,1
"LOC642423",0,1,0,0,1,0,1,1
"LOC642426",0,0,0,0,0,0,0,0
"LOC642846",4,3,1,1,1,3,2,2
"LOC642852",10,4,7,9,13,7,14,15
"LOC642929",0,0,0,0,0,0,0,0
"LOC643037",0,0,0,0,0,0,0,0
"LOC643201",0,0,0,0,0,0,0,0
"LOC643339",0,0,0,0,0,0,0,0
"LOC643355",0,0,0,0,0,0,0,0
"LOC643387",0,0,0,0,0,0,0,0
"LOC643401",3,3,6,6,3,14,7,1
"LOC643406",6,8,5,4,4,8,4,4
"LOC643486",0,0,0,0,0,0,0,0
"LOC643529",0,0,0,0,0,0,0,0
"LOC643542",0,0,0,0,0,0,0,0
"LOC643623",0,0,0,0,0,0,0,0
"LOC643648",0,0,0,0,0,0,0,0
"LOC643650",0,0,0,0,0,0,0,0
"LOC643669",1,1,0,0,1,1,1,0
"LOC643714",0,0,0,0,0,0,0,0
"LOC643723",0,0,0,0,0,0,0,0
"LOC643733",0,0,0,0,0,0,0,0
"LOC643770",0,0,0,0,0,0,0,0
"LOC643837",6,2,6,5,7,4,7,7
"LOC643923",0,0,0,0,1,0,0,1
"LOC644145",0,0,0,0,0,0,0,0
"LOC644172",0,2,0,0,0,0,0,0
"LOC644189",0,0,0,0,0,0,0,0
"LOC644248",0,0,0,0,0,0,0,0
"LOC644554",1,0,2,1,3,1,2,3
"LOC644649",0,0,0,0,0,0,0,0
"LOC644656",1,2,0,1,0,2,1,1
"LOC644669",0,0,0,0,0,0,0,0
"LOC644838",0,0,0,0,0,0,0,0
"LOC644936",0,0,0,0,0,0,0,0
"LOC644961",3,6,3,3,3,4,4,4
"LOC644990",0,0,0,0,0,0,0,0
"LOC645166",7,6,5,6,8,4,4,7
"LOC645206",1,2,2,1,2,1,1,1
"LOC645212",11,6,9,10,12,9,10,12
"LOC645249",0,0,0,0,0,0,0,0
"LOC645434",0,0,0,0,0,0,0,0
"LOC645513",5,3,4,1,5,3,4,4
"LOC645638",0,0,0,0,0,0,0,0
"LOC645752",0,0,0,0,0,0,0,0
"LOC645949",0,0,0,0,0,0,0,0
"LOC646168",0,0,0,0,0,0,0,0
"LOC646214",6,9,5,4,5,8,5,5
"LOC646278",0,0,1,0,1,1,0,1
"LOC646329",0,0,0,0,0,0,0,0
"LOC646471",2,2,1,1,1,2,2,1
"LOC646498",0,0,0,0,0,0,0,0
"LOC646626",0,0,0,0,0,0,0,1
"LOC646719",6,8,7,4,10,7,6,8
"LOC646736",0,0,0,0,0,0,0,0
"LOC646743",0,0,0,0,0,0,0,0
"LOC646762",3,3,3,4,3,4,3,3
"LOC646862",0,0,0,0,0,0,0,0
"LOC646903",3,5,3,1,4,3,4,4
"LOC646938",0,0,0,0,0,0,0,0
"LOC646999",1,0,0,0,0,0,0,1
"LOC647012",1,1,1,1,1,1,1,1
"LOC647107",0,0,0,0,0,0,0,0
"LOC647323",0,0,0,0,0,0,0,0
"LOC647859",2,1,0,1,0,3,0,2
"LOC648691",0,0,0,0,0,0,0,0
"LOC648809",0,0,0,0,0,0,0,0
"LOC648987",0,0,1,1,0,0,0,0
"LOC649330",0,0,0,0,0,0,0,0
"LOC649395",0,0,0,0,0,0,0,0
"LOC650226",0,0,0,0,0,0,0,0
"LOC650293",2,1,1,1,1,1,1,1
"LOC650368",9,4,2,4,7,1,4,7
"LOC650623",2,3,2,1,2,4,2,2
"LOC652276",4,2,2,3,3,3,3,4
"LOC653160",1,1,0,1,1,1,0,0
"LOC653486",0,0,0,0,0,0,0,0
"LOC653501",1,0,1,1,1,0,1,1
"LOC653513",0,0,0,0,0,0,0,0
"LOC653653",2,1,5,2,2,1,2,2
"LOC653712",1,0,1,0,1,0,1,1
"LOC653786",0,0,0,0,0,0,0,0
"LOC654342",4,5,4,4,9,4,4,6
"LOC654433",2,0,0,0,2,2,7,7
"LOC727677",0,0,0,0,0,0,0,0
"LOC727849",7,16,7,15,14,12,24,13
"LOC727896",0,0,0,0,0,0,0,0
"LOC727915",0,0,0,0,0,0,0,0
"LOC727982",0,0,0,0,0,0,0,0
"LOC728024",1,0,0,0,0,0,1,0
"LOC728084",0,0,0,0,0,0,0,0
"LOC728175",0,0,0,0,0,0,0,0
"LOC728190",10,18,9,7,11,12,11,3
"LOC728218",0,0,0,0,0,0,0,0
"LOC728228",0,0,0,0,0,0,0,0
"LOC728323",3,2,2,3,2,2,2,2
"LOC728342",0,0,0,0,0,0,0,0
"LOC728369",0,0,0,0,0,0,0,0
"LOC728373",0,0,0,0,0,0,0,0
"LOC728377",0,0,0,0,0,0,0,0
"LOC728379",0,0,0,0,0,0,0,0
"LOC728392",88,48,149,49,139,79,102,88
"LOC728393",0,0,0,0,0,0,0,0
"LOC728400",0,0,0,0,0,0,0,0
"LOC728405",0,0,0,0,0,0,0,0
"LOC728407",3,3,2,2,2,3,3,2
"LOC728419",0,0,0,0,0,0,0,0
"LOC728431",0,0,0,1,0,0,0,0
"LOC728463",2,4,2,1,3,3,1,2
"LOC728537",1,0,0,0,1,0,0,0
"LOC728554",16,18,25,17,2,17,19,28
"LOC728558",0,0,0,0,0,0,0,0
"LOC728606",0,0,0,0,0,0,0,0
"LOC728613",3,1,1,2,5,1,2,5
"LOC728643",0,0,0,1,0,0,1,1
"LOC728716",0,0,0,0,0,0,0,0
"LOC728730",2,2,2,1,2,2,2,2
"LOC728739",0,0,0,0,0,0,0,0
"LOC728743",2,4,3,2,3,5,3,3
"LOC728752",7,5,5,5,5,8,5,5
"LOC728819",0,0,0,0,0,0,0,0
"LOC728875",0,0,0,0,0,1,0,0
"LOC728978",0,0,0,1,0,1,0,0
"LOC728989",1,1,1,0,0,2,1,0
"LOC729013",6,4,5,5,8,3,6,6
"LOC729020",0,0,0,0,0,0,0,0
"LOC729041",0,0,0,0,0,0,0,0
"LOC729059",0,0,0,0,0,0,0,0
"LOC729080",0,0,0,0,0,0,0,0
"LOC729176",0,0,0,0,0,0,0,0
"LOC729177",0,0,0,0,0,0,0,0
"LOC729264",0,0,0,0,0,0,0,0
"LOC729444",0,0,0,0,0,0,0,0
"LOC729506",0,0,0,0,0,0,0,0
"LOC729603",0,1,0,0,0,0,0,0
"LOC729609",0,0,0,0,0,0,0,0
"LOC729678",1,1,1,0,2,1,1,2
"LOC729683",3,1,3,2,4,1,4,3
"LOC729732",0,1,0,0,0,1,0,0
"LOC729737",0,0,0,0,0,0,0,0
"LOC729739",0,0,0,0,0,0,0,0
"LOC729852",5,2,5,4,5,2,5,6
"LOC729911",0,0,0,0,0,0,0,0
"LOC729950",0,0,0,0,0,0,0,0
"LOC729966",0,0,0,0,0,0,0,0
"LOC729970",3,4,4,6,4,4,4,4
"LOC729987",0,0,0,0,0,0,0,0
"LOC730091",0,0,0,0,0,0,0,0
"LOC730101",10,6,7,8,10,5,9,12
"LOC730102",0,0,0,0,0,0,0,0
"LOC730183",4,3,3,3,3,4,3,4
"LOC730227",0,0,0,0,0,0,0,0
"LOC730668",0,0,0,0,0,0,0,0
"LOC730811",0,0,0,0,0,0,0,0
"LOC731223",0,0,0,0,0,0,0,0
"LOC731275",8,10,6,6,6,10,7,5
"LOC731424",0,0,0,0,0,0,0,0
"LOC731779",0,0,0,0,0,0,0,0
"LOC731789",0,0,0,0,0,0,0,0
"LOC79015",1,3,1,0,1,2,1,1
"LOC81691",3,2,2,2,3,2,3,3
"LOC84856",0,0,0,0,0,0,0,0
"LOC84931",0,0,0,0,0,0,0,0
"LOC84989",0,0,0,0,0,0,0,0
"LOC90246",0,0,0,0,0,0,0,0
"LOC90499",0,0,0,0,0,0,0,0
"LOC90784",2,1,3,3,3,1,3,3
"LOC90834",1,1,0,0,0,1,0,0
"LOC91450",0,1,0,0,0,0,0,0
"LOC91948",6,7,4,4,4,5,5,4
"LOC92249",10,15,10,9,12,14,12,11
"LOC93432",0,0,0,0,0,0,0,0
"LOC93622",9,4,7,7,7,5,7,8
"LOC96610",10,11,11,9,10,7,10,10
"LOH12CR1",5,5,5,4,5,5,3,5
"LOH12CR2",1,0,1,1,1,1,1,1
"LONP1",37,22,33,39,43,23,37,37
"LONP2",15,12,15,15,15,14,14,14
"LONRF1",10,10,9,8,10,10,10,12
"LONRF2",5,4,8,5,7,10,4,5
"LONRF3",1,1,0,0,1,1,0,1
"LOR",0,0,0,0,0,0,0,0
"LOX",5,2,3,20,4,2,3,5
"LOXHD1",0,0,0,0,0,0,0,0
"LOXL1",4,3,11,24,4,7,6,5
"LOXL1-AS1",0,1,1,1,0,1,1,0
"LOXL2",5,2,8,44,2,1,3,3
"LOXL3",10,6,10,8,9,9,9,9
"LOXL4",0,0,1,2,0,0,0,0
"LPA",0,0,0,0,0,0,0,0
"LPAL2",1,1,1,1,1,1,1,1
"LPAR1",1,1,2,11,1,0,1,2
"LPAR2",21,31,15,11,13,26,20,14
"LPAR3",1,1,1,0,0,0,2,1
"LPAR4",2,0,2,2,1,0,3,2
"LPAR5",0,0,0,0,0,0,0,0
"LPAR6",3,0,2,3,1,1,2,1
"LPCAT1",26,28,27,28,26,30,26,29
"LPCAT2",1,0,1,1,0,0,0,1
"LPCAT3",13,5,12,11,12,6,13,12
"LPCAT4",17,35,15,12,17,43,16,13
"LPGAT1",6,6,7,6,8,7,7,7
"LPHN1",19,19,24,22,25,28,23,21
"LPHN2",16,12,20,22,23,12,19,23
"LPHN3",13,17,18,13,21,14,16,21
"LPIN1",3,6,6,6,6,10,6,6
"LPIN2",9,4,10,11,10,6,10,8
"LPIN3",1,0,0,0,0,0,0,0
"LPL",1,2,2,1,2,0,4,5
"LPO",0,0,0,0,0,0,0,0
"LPP",3,3,2,4,1,3,2,1
"LPP-AS2",0,0,0,0,0,0,0,0
"LPPR1",8,17,16,4,22,10,12,16
"LPPR2",23,31,43,30,44,58,40,41
"LPPR3",62,84,101,50,91,79,103,91
"LPPR4",2,0,3,4,3,3,2,1
"LPPR5",1,2,4,1,4,4,3,4
"LPXN",2,2,2,2,2,2,1,2
"LRAT",1,1,1,1,2,0,0,1
"LRBA",5,2,4,5,4,1,4,4
"LRCH1",3,3,3,6,3,3,3,3
"LRCH2",7,6,14,12,7,14,8,8
"LRCH3",15,5,12,11,11,6,11,11
"LRCH4",9,15,6,7,7,12,8,6
"LRCOL1",0,0,0,0,0,0,0,0
"LRFN1",5,5,8,4,8,9,7,7
"LRFN2",1,1,2,1,2,2,2,1
"LRFN3",9,4,11,9,12,8,11,12
"LRFN4",13,11,19,10,20,15,19,18
"LRFN5",3,6,8,4,6,3,4,6
"LRG1",0,0,0,0,0,0,0,0
"LRGUK",1,0,1,0,1,0,1,1
"LRIF1",8,5,6,8,10,6,8,12
"LRIG1",60,27,52,35,73,62,51,53
"LRIG2",6,7,4,4,5,8,6,6
"LRIG3",6,1,3,11,3,1,3,2
"LRIT1",0,0,0,0,0,0,0,0
"LRIT2",0,0,0,0,0,0,0,0
"LRIT3",0,0,0,0,0,0,0,0
"LRMP",0,0,0,0,0,0,0,0
"LRP1",23,27,20,38,20,31,20,17
"LRP10",20,9,16,24,15,13,13,11
"LRP11",13,7,14,13,16,12,14,15
"LRP12",7,8,14,9,10,7,10,11
"LRP1B",1,1,1,1,1,1,1,1
"LRP2",4,1,3,2,4,4,3,3
"LRP2BP",2,1,1,1,3,1,2,2
"LRP3",15,21,25,15,24,24,24,24
"LRP4",5,5,5,12,2,3,8,3
"LRP4-AS1",0,1,0,0,0,1,0,0
"LRP5",15,11,12,13,12,13,14,12
"LRP5L",1,5,1,1,1,3,1,1
"LRP6",8,8,5,8,6,8,7,6
"LRP8",15,8,17,9,17,15,16,14
"LRPAP1",8,5,9,8,11,7,8,8
"LRPPRC",23,27,23,21,22,19,24,25
"LRR1",5,1,4,4,3,1,4,4
"LRRC1",3,2,2,3,2,1,2,2
"LRRC10",0,0,0,0,0,0,0,0
"LRRC10B",10,2,12,3,20,4,13,10
"LRRC14",8,4,8,7,9,6,10,10
"LRRC14B",0,0,0,0,0,0,0,0
"LRRC15",0,0,0,0,0,0,0,0
"LRRC16A",2,0,1,2,1,1,1,1
"LRRC16B",3,8,5,2,4,6,4,4
"LRRC17",22,2,15,54,12,5,10,11
"LRRC18",0,0,0,0,0,0,0,0
"LRRC19",0,0,0,0,0,0,0,0
"LRRC2",0,0,0,0,0,0,0,0
"LRRC20",14,12,15,13,16,14,15,16
"LRRC23",17,7,13,9,25,8,18,14
"LRRC24",2,1,2,1,3,2,3,1
"LRRC25",0,0,0,0,0,0,0,0
"LRRC26",1,1,3,1,3,2,3,2
"LRRC27",13,4,9,7,12,6,11,11
"LRRC28",8,12,8,7,7,9,8,8
"LRRC29",2,1,2,1,2,1,1,1
"LRRC3",5,2,4,5,4,5,4,4
"LRRC3-AS1",0,1,1,0,0,1,0,0
"LRRC31",0,0,0,0,0,0,0,0
"LRRC32",0,0,1,7,0,0,0,0
"LRRC33",0,0,0,0,0,0,0,0
"LRRC34",0,0,2,1,1,0,2,2
"LRRC36",0,0,0,0,0,0,0,0
"LRRC37A",1,2,0,1,1,0,1,2
"LRRC37A11P",0,0,0,0,0,0,0,0
"LRRC37A2",1,2,1,1,2,2,1,1
"LRRC37A3",2,1,3,2,2,2,2,2
"LRRC37A4P",15,16,10,10,10,13,13,9
"LRRC37A5P",0,0,0,0,0,0,0,0
"LRRC37A6P",0,0,0,0,0,0,0,0
"LRRC37B",6,8,5,6,6,7,6,6
"LRRC37BP1",12,8,7,10,8,9,8,8
"LRRC38",0,0,0,0,0,0,0,0
"LRRC39",0,1,0,0,0,1,0,0
"LRRC3B",5,1,6,5,7,4,7,5
"LRRC3C",0,0,0,0,0,0,0,0
"LRRC4",11,4,14,6,13,7,15,12
"LRRC40",10,4,13,7,13,6,11,15
"LRRC41",26,26,28,29,28,23,27,30
"LRRC42",20,17,18,17,20,11,19,20
"LRRC43",1,0,1,1,1,0,1,1
"LRRC45",9,5,7,5,8,4,8,6
"LRRC46",1,0,3,1,4,0,3,2
"LRRC47",23,28,27,22,29,27,30,31
"LRRC48",4,1,3,2,5,2,4,3
"LRRC49",20,17,11,9,13,12,13,15
"LRRC4B",49,55,59,39,25,71,61,61
"LRRC4C",6,4,10,6,11,12,11,8
"LRRC52",1,0,0,0,2,0,1,1
"LRRC55",13,3,6,7,7,7,10,9
"LRRC56",2,1,2,1,2,1,2,1
"LRRC57",8,3,6,7,8,4,7,7
"LRRC58",8,5,6,7,5,6,5,5
"LRRC59",35,38,38,46,44,36,41,53
"LRRC6",5,1,5,1,5,1,5,3
"LRRC61",0,1,1,4,1,2,1,4
"LRRC66",0,0,0,0,0,0,0,0
"LRRC69",0,0,0,0,0,0,0,0
"LRRC7",1,2,1,1,2,2,2,2
"LRRC70",0,0,0,0,0,0,0,0
"LRRC71",0,0,0,0,1,0,0,0
"LRRC72",0,0,0,0,0,0,0,0
"LRRC73",3,2,4,2,4,3,4,4
"LRRC8A",16,14,17,14,18,18,19,21
"LRRC8B",5,2,4,3,5,3,4,4
"LRRC8C",0,0,1,1,0,0,0,0
"LRRC8D",15,7,20,11,17,10,16,15
"LRRC8E",0,0,0,0,0,0,0,0
"LRRCC1",7,2,6,6,6,2,5,6
"LRRD1",0,0,0,0,0,0,0,0
"LRRFIP1",10,6,10,8,10,6,9,10
"LRRFIP2",9,8,9,8,9,7,9,9
"LRRIQ1",3,1,2,1,4,0,3,2
"LRRIQ3",0,0,0,0,0,0,0,0
"LRRIQ4",0,0,0,0,0,0,0,0
"LRRK1",0,0,0,0,0,0,0,0
"LRRK2",0,0,0,0,0,0,0,0
"LRRN1",30,33,46,33,32,21,50,47
"LRRN2",11,4,17,8,19,15,21,13
"LRRN3",9,5,20,7,20,13,20,16
"LRRN4",0,0,0,0,0,0,0,0
"LRRN4CL",0,0,0,2,0,0,0,0
"LRRTM1",2,2,7,2,6,3,5,6
"LRRTM2",13,11,11,6,11,27,11,10
"LRRTM3",3,2,4,2,6,4,3,4
"LRRTM4",5,4,4,3,7,6,4,5
"LRSAM1",12,6,11,9,13,9,9,11
"LRTM1",0,0,0,0,0,0,0,0
"LRTM2",0,0,0,0,0,0,0,0
"LRTOMT",6,3,6,4,8,3,7,6
"LRWD1",15,8,14,9,17,9,17,20
"LSAMP",12,12,15,11,14,24,11,11
"LSAMP-AS3",0,0,0,0,0,0,0,0
"LSG1",9,5,9,8,11,7,10,12
"LSM1",18,14,22,17,22,13,21,25
"LSM10",17,20,28,22,25,24,22,27
"LSM11",4,10,6,4,6,12,6,6
"LSM12",25,23,25,22,26,18,25,27
"LSM14A",42,37,34,37,36,33,38,40
"LSM14B",34,36,39,31,42,35,42,42
"LSM2",47,54,38,42,42,35,47,48
"LSM3",42,42,42,44,52,27,44,67
"LSM4",36,31,32,30,38,24,37,43
"LSM5",12,7,12,11,11,5,11,13
"LSM6",18,6,15,16,13,9,14,17
"LSM7",112,127,125,106,149,105,136,160
"LSMD1",35,28,34,27,37,22,32,40
"LSP1",0,0,0,4,0,0,0,0
"LSP1P3",0,0,0,0,0,0,0,0
"LSR",1,1,1,1,1,0,3,1
"LSS",25,24,32,26,30,24,35,31
"LST1",0,0,0,0,0,0,0,0
"LTA",0,0,0,0,0,1,0,0
"LTA4H",36,43,26,40,26,29,30,30
"LTB",0,0,0,0,0,0,0,0
"LTB4R",1,1,1,1,1,2,1,1
"LTB4R2",0,0,0,0,0,1,0,0
"LTBP1",18,6,12,34,7,6,14,7
"LTBP2",1,0,1,2,1,0,1,1
"LTBP3",37,9,20,41,14,15,20,12
"LTBP4",26,13,20,32,14,12,13,11
"LTBR",0,0,0,1,0,0,0,0
"LTC4S",0,0,0,0,0,1,0,0
"LTF",0,0,0,0,0,0,0,0
"LTK",0,0,0,0,0,0,0,0
"LTN1",5,6,5,4,6,6,6,7
"LTV1",12,6,12,11,13,5,13,15
"LUC7L",27,42,17,14,19,32,23,17
"LUC7L2",25,35,20,22,22,26,23,22
"LUC7L3",56,70,30,30,34,77,40,30
"LUM",2,1,8,62,3,0,5,5
"LURAP1",1,1,0,1,0,1,0,1
"LURAP1L",1,2,2,3,1,2,1,2
"LUST",6,8,3,2,2,12,4,1
"LUZP1",11,4,9,6,11,6,8,7
"LUZP2",1,4,3,1,2,2,2,2
"LUZP6",24,21,28,24,28,23,26,30
"LXN",4,0,6,27,3,1,3,3
"LY6D",0,0,0,0,0,0,0,0
"LY6E",11,11,20,54,16,24,16,14
"LY6G5B",5,6,5,4,3,7,5,4
"LY6G5C",1,2,1,1,0,2,1,1
"LY6G6C",1,1,0,0,0,1,1,0
"LY6G6D",0,0,0,0,0,0,0,0
"LY6G6E",0,0,0,0,0,0,0,0
"LY6G6F",0,0,0,0,0,0,0,0
"LY6H",34,28,95,29,56,42,63,45
"LY6K",0,0,0,0,0,0,0,0
"LY75",0,0,0,0,0,0,0,0
"LY75-CD302",0,0,0,0,0,0,0,0
"LY86",0,0,0,0,0,0,0,0
"LY86-AS1",0,0,0,0,0,0,0,0
"LY9",0,0,0,0,0,0,0,0
"LY96",0,0,0,0,0,0,0,0
"LYAR",6,2,5,5,5,3,6,7
"LYG1",1,2,1,1,0,1,1,1
"LYG2",0,0,0,0,0,0,0,0
"LYL1",0,0,0,0,0,0,0,0
"LYN",1,0,1,1,1,0,1,1
"LYNX1",3,2,9,4,5,7,4,2
"LYPD1",39,49,79,34,55,27,59,44
"LYPD2",0,0,0,0,0,0,0,0
"LYPD3",1,1,1,2,2,1,1,1
"LYPD4",0,0,0,0,0,0,0,0
"LYPD5",0,0,0,0,0,0,0,0
"LYPD6",3,1,3,2,4,2,3,3
"LYPD6B",0,0,0,0,0,0,0,0
"LYPLA1",12,12,18,12,15,7,14,20
"LYPLA2",21,17,29,19,28,15,28,30
"LYPLAL1",7,3,8,8,8,5,7,9
"LYRM1",17,17,22,18,29,12,24,28
"LYRM2",14,4,11,10,13,6,12,13
"LYRM4",18,26,21,18,21,19,21,22
"LYRM5",17,5,14,13,15,6,12,15
"LYRM7",5,1,3,3,4,2,4,4
"LYSMD1",11,18,12,10,15,17,13,14
"LYSMD2",1,0,1,1,1,0,1,1
"LYSMD3",4,2,3,5,4,3,3,4
"LYSMD4",3,3,4,2,5,4,5,4
"LYST",2,1,2,1,2,3,2,2
"LYVE1",0,0,0,0,0,0,0,0
"LYZ",0,1,0,0,0,1,0,0
"LYZL4",0,0,0,0,0,0,0,0
"LYZL6",0,0,0,0,0,0,0,0
"LZIC",17,11,20,17,21,12,18,21
"LZTFL1",15,6,11,9,16,6,14,15
"LZTR1",16,10,13,12,13,14,13,11
"LZTS1",6,4,11,7,7,5,11,7
"LZTS1-AS1",0,0,0,0,0,0,0,0
"LZTS2",24,15,15,24,17,17,19,16
"M1",0,0,0,0,0,0,0,0
"M6PR",24,16,23,22,24,15,24,27
"MAATS1",7,2,3,2,6,2,5,4
"MAB21L1",0,1,2,6,2,0,5,3
"MAB21L2",4,30,21,7,9,11,21,23
"MAB21L3",3,4,3,3,2,3,2,2
"MACC1",0,0,0,0,0,0,0,0
"MACC1-AS1",0,0,0,0,0,0,0,0
"MACF1",17,10,12,14,14,16,15,14
"MACROD1",8,6,9,7,7,6,8,8
"MACROD2",2,1,2,1,2,2,2,2
"MACROD2-AS1",0,0,0,0,0,0,0,0
"MAD1L1",10,7,9,7,10,7,11,10
"MAD2L1",13,13,10,10,8,5,11,14
"MAD2L1BP",13,8,14,11,14,9,15,16
"MAD2L2",47,40,39,41,46,33,52,54
"MADCAM1",1,0,0,0,0,0,0,0
"MADD",18,18,18,15,23,24,21,21
"MAEA",28,13,29,23,31,12,30,33
"MAEL",0,0,0,0,0,0,0,0
"MAF",13,5,7,14,11,5,11,7
"MAF1",40,46,36,37,48,41,48,51
"MAFA",0,2,8,1,5,2,6,5
"MAFB",2,7,13,3,8,6,7,7
"MAFF",4,7,5,4,4,10,5,4
"MAFG",7,9,7,7,8,9,8,9
"MAFG-AS1",3,0,4,4,4,1,3,4
"MAFIP",0,6,0,0,5,0,0,0
"MAFK",5,5,5,3,4,5,4,4
"MAG",0,0,0,1,0,0,0,0
"MAGEA10",0,0,0,0,0,0,0,0
"MAGEA10-MAGEA5",0,0,0,0,0,0,0,0
"MAGEA11",0,0,0,0,0,0,0,0
"MAGEA2",0,0,0,0,0,0,0,0
"MAGEA2B",0,0,0,0,0,0,0,0
"MAGEA3",0,0,0,0,0,0,0,0
"MAGEA4",0,0,0,0,0,0,0,0
"MAGEA5",0,0,0,0,0,0,0,0
"MAGEA6",0,0,0,0,0,0,0,0
"MAGEA8",0,0,0,0,0,0,0,0
"MAGEA9",0,0,0,0,0,0,0,0
"MAGEA9B",0,0,0,0,0,0,0,0
